phaseFrac,spacingFactor,widthFactor,helixPlusWeight,anglePlusDeg,helixMinusWeight,angleMinusDeg,axialWeight,bendingWeight,ringWeight,ringSpacingFactor,jointRingWeight,jointRingWidthFactor,baseDensity,eval,VF,stressRatio,dispRatio,maxHM,maxAbsUz
9.99999998172011e-09,18.9965098050667,0.900439404421266,0.799611315111303,45.3225289213408,0.799611333359438,45.5724472121571,0.349567834475603,0.349992455865455,4e-09,32,0.75016790416637,3.00272955835127,0.0400110093041933,44,0.540200091640468,1.16226264357091,0,14553835.4713338,0.0652147771733376
9.99999998172011e-09,18.9965098050667,0.900439404421266,0.799611315111303,45.3225289213408,0.799611333359438,45.3225293951167,0.34563650723561,0.349992455865455,4e-09,32,0.75016790416637,3.00272955835127,0.0400110093041933,45,0.540200091640468,1.16585470227577,0,14598815.1768101,0.0656271413655038
9.99999998172011e-09,18.9965098050667,0.900439404421266,0.799611315111303,45.3225289213408,0.799611333359438,45.3225293951167,0.349567834475603,0.346060022091354,4e-09,32,0.75016790416637,3.00272955835127,0.0400110093041933,46,0.540200091640468,1.16737572843499,0,14617861.4436683,0.0654361310211635
9.99999998172011e-09,18.9965098050667,0.900439404421266,0.799611315111303,45.3225289213408,0.799611333359438,45.3225293951167,0.349567834475603,0.349992455865455,2.76732389275725e-09,32,0.75016790416637,3.00272955835127,0.0400110093041933,47,0.540200091640468,1.1673217442365,0,14617185.4543408,0.0654195634792805
9.99999998172011e-09,18.9965098050667,0.900439404421266,0.799611315111303,45.3225289213408,0.799611333359438,45.3225293951167,0.349567834475603,0.349992455865455,4e-09,31.718814255274,0.75016790416637,3.00272955835127,0.0400110093041933,48,0.540200091640468,1.1673217442365,0,14617185.4543408,0.0654195634792805
9.99999998172011e-09,18.9965098050667,0.900439404421266,0.799611315111303,45.3225289213408,0.799611333359438,45.3225293951167,0.349567834475603,0.349992455865455,4e-09,32,0.757667637011233,3.00272955835127,0.0400110093041933,49,0.540200091640468,1.16727105430666,0,14616550.7157961,0.065465732933671
9.99999998172011e-09,18.9965098050667,0.900439404421266,0.799611315111303,45.3225289213408,0.799611333359438,45.3225293951167,0.349567834475603,0.349992455865455,4e-09,32,0.75016790416637,2.95298335109884,0.0400110093041933,50,0.540200091640468,1.16747039269526,0,14619046.8281222,0.0652982100418123
9.99999998172011e-09,18.9965098050667,0.900439404421266,0.799611315111303,45.3225289213408,0.799611333359438,45.3225293951167,0.349567834475603,0.349992455865455,4e-09,32,0.75016790416637,3.00272955835127,0.0388473695804765,51,0.540200091640468,1.16614562667115,0,14602458.1277459,0.0651983672319841
9.99999998172011e-09,18.9965098050667,0.900439404421266,0.799611315111303,45.3225289213408,0.799611333359438,45.3225293951167,0.349567834475603,0.349992455865455,4e-09,32,0.75016790416637,3.00272955835127,0.0400110093041933,52,0.560200091640468,1.12762778965348,0,14120138.3476448,0.0579631701451107
1.00000001097707e-08,23.326275368867,0.908135097631765,0.809370495583257,47.0948574045165,0.809370577794403,47.0948551142965,0.333262197124542,0.350783043876082,4e-09,32,0.750137169532271,2.99662342054158,0.0389456164726628,53,0.235707124883551,5.41550660300418,0,67812892.834524,0.779985001150555
1.00000000713555e-08,21.9857906741136,0.905819975397341,0.806444712333992,46.5645634723874,0.806444775384037,46.5645620058202,0.338132617531779,0.350545826180047,4e-09,32,0.750146389922554,2.99845413068104,0.0392616387325622,54,0.327055014910627,2.63926229010093,0,33048802.9950014,0.296287821319782
1.00000000444649e-08,21.0631342971994,0.904202654243859,0.804395630163679,46.1924860159743,0.804395679786209,46.1924851295186,0.34155322203876,0.350379794799015,4e-09,32,0.750152844195725,2.99973620470314,0.0394846810692958,55,0.390998537929579,1.99742571137978,0,25011734.9382568,0.178161169334927
1.00000000256415e-08,20.4287086248535,0.903072133527698,0.802960784905744,45.9317064830397,0.80296082512216,45.9317060039285,0.343952884913359,0.350263583160258,4e-09,32,0.750157362186932,3.00063393920462,0.0396417104129466,56,0.435759004042846,1.85906532006018,0,23279188.1837401,0.12876101857188
1.0000000012465e-08,19.9914068722041,0.902281556571269,0.801956160715234,45.7490365296888,0.801956194344139,45.7490363361748,0.345635111687725,0.350182240085809,4e-09,32,0.75016052478077,3.00126249186935,0.0397520733862051,57,0.467091330322132,1.81918710939859,0,22779833.8251789,0.104140776908957
1.00000000032416e-08,19.6890081479177,0.901728539123756,0.801252812077552,45.6211187493033,0.80125284109366,45.6211187558742,0.346813841037084,0.350125302423415,4e-09,32,0.750162738596454,3.00170254660554,0.0398295447996658,58,0.489023958717633,1.36861268968449,0,17137747.6681608,0.0897920106568537
9.99999999678514e-09,19.4792721211048,0.901341616436557,0.800760414059942,45.5315565366445,0.800760439846353,45.5315566833371,0.347639512726626,0.350085447281111,4e-09,32,0.75016428826743,3.0020106181773,0.039883881467041,59,0.504376798594484,1.21407912576791,0,15202680.6878345,0.0810507262648968
9.99999999226563e-09,19.3334497005994,0.901070863484593,0.800415709263847,45.4688547277854,0.800415732789114,45.4688549725869,0.348217753586326,0.350057549280453,4e-09,32,0.750165373037113,3.00222628457308,0.0399219694698965,60,0.515123786508279,1.20166436433102,0,15047223.2304622,0.0756438003170139
9.99999998910197e-09,19.2318739802637,0.900881381974448,0.800174403166477,45.4249599034265,0.800174425108769,45.4249602169137,0.348622653347413,0.350038020973646,4e-09,32,0.75016613237589,3.00237725903492,0.0399486567381587,61,0.522646678047936,1.19719691663701,0,14991281.9171325,0.0723024198412688
